symbol,CXSMILES,R1,R2,R3,source,position_class,has_sidechain,prop_status
X1350,"CCCCN=C(NCCC[C@H](N[*])C([*])=O)NC#N |w:4.3,$;;;;;;;;;;;;_R1;;_R2;;;;$|",H,OH,-,HELM-GPT,flexible,False,none
X1355,[*]N[C@@H](CC1CCNCC1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
dDpr,[*]N[C@H](CN[*])C([*])=O |$_R1;;;;;_R3;;_R2;$|,H,OH,H,HELM-GPT,flexible,True,none
X1650,"CC=CC=CC=CC(=O)OC[C@H](N[*])C([*])=O |w:1.0,4.4,6.6,$;;;;;;;;;;;;;_R1;;_R2;$|",H,OH,-,HELM-GPT,flexible,False,none
X1652,CN(C)[C@@H](Cc1c(C)cc(O)cc1C)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2278,Clc1cc2CN(Cc2cc1Cl)C(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2284,CCCCCCCCCCCCCCNC(=O)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2233,NCC1CCC(CC1)[C@@H](N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;;;;_R1;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X11,"[*]N=C(Cc1ccccc1)C([*])=O |w:1.0,$_R1;;;;;;;;;;;_R2;$|",H,OH,-,HELM-GPT,flexible,False,none
X870,C[C@](Cc1ccc(O)cc1)(N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X733,Fc1c(F)c(F)c(C[C@H](N[*])C([*])=O)c(F)c1F |$;;;;;;;;;;_R1;;_R2;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X739,C[N+](C)(C)CCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X951,CS[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1107,CSCC[C@H](NC(=O)NCC(C)C)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1215,C[C@H](N(C(C)=O)C(=O)CCCCCN)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1097,"COC1=CC(=O)N([C@H]1Cc1ccccc1)C(=O)[C@@H](OC(=O)[C@H]1CCCN1[*])C(C)C |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;;$,t:2|",H,-,-,HELM-GPT,C_terminal_only,False,none
X992,OS(=O)(=O)Cc1cccc(C[C@@H](N[*])C([*])=O)c1 |$;;;;;;;;;;;;;_R1;;_R2;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1209,CC(C)C[C@H](NCCCCCCCCC(C)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1185,COc1ccc(cc1)-c1cn(nn1)[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1020,NC(=N)N[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
EtCO_dPhe(4-NH2),CCOC(=O)N[C@H](Cc1ccc(N)cc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1082,O[C@@H]([C@H](N[*])C([*])=O)c1ccccc1 |$;;;;_R1;;_R2;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X871,C[C@H](NS(=O)(=O)c1cccc2cnccc12)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X939,CCCO[C@H]1C[C@@H](N([*])C1)C([*])=O |$;;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1834,CN([*])[C@@](Cc1ccccc1)(C([*])=O)C(F)(F)F |$;;_R1;;;;;;;;;;_R2;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1694,FC(F)[C@@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
Tyr(Bzl),[*]N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1773,[*]N[C@@H](Cc1c([nH]c2ccccc12)C#N)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1975,COc1ccc(C[C@H](N[*])C([*])=O)c(OC)c1 |$;;;;;;;;;_R1;;_R2;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2070,CCCCCCCCN([*])CC([*])=O |$;;;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1119,Oc1ccc2[nH]cc(C[C@H](N[*])C([*])=O)c2c1 |$;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1993,C[C@H]([C@H](N[*])C([*])=O)c1ccc2ccccc2c1 |$;;;;_R1;;_R2;;;;;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2008,[*]N1C[C@H](C[C@H]1C([*])=O)S[*] |$_R1;;;;;;;_R2;;;_R3$|,H,OH,H,HELM-GPT,flexible,True,none
X2055,CCc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1951,COC(=O)C[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1967,[*]N[C@H](C([*])=O)c1ccccc1N(=O)=O |$_R1;;;;_R2;;;;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1954,NC(=O)N[C@H](CS[*])C([*])=O |$;;;;;;;_R3;;_R2;$|,-,OH,H,HELM-GPT,N_terminal_only,True,none
X1992,NC(=N)CC[C@@](CCNC(N)=N)(N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2030,Oc1ccc(CC[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2057,CC(C)CN(CC(C)C)Cc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2035,[*]N[C@H](Cc1ccc([N-][N+]#N)cc1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1689,[*]N[C@@H](CCCCCS[*])C([*])=O |$_R1;;;;;;;;;_R3;;_R2;$|,H,OH,H,HELM-GPT,flexible,True,none
X1835,"CCOC(=O)C=CC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:6.6,$;;;;;;;;;;;;;;;_R1;;_R2;$|",H,OH,-,HELM-GPT,flexible,False,none
dDab,[*]N[C@H](CCN[*])C([*])=O |$_R1;;;;;;_R3;;_R2;$|,H,OH,H,HELM-GPT,flexible,True,none
X1675,C[C@@H](OP(O)(O)=O)[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1804,COCC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1882,CN(C)CCS[C@H](N(C)[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1671,C[C@H](O)C(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1196,CCC(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1741,[*]N1CC(=C)COC[C@@H]1C([*])=O |$_R1;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1892,CCN(CC)CCCC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1732,CN([*])[C@H](SCCN1CCCCC1)C([*])=O |$;;_R1;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
Asu,[*]N[C@@H](CCCCCC([*])=O)C([*])=O |$_R1;;;;;;;;;_R3;;;_R2;$|,H,OH,OH,HELM-GPT,flexible,True,none
X1820,C[C@@H](OCCCO)[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1780,C[C@H](Cc1nc2ccccc2c(=O)[nH]1)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1700,C[C@@]1(CCN1[*])C([*])=O |$;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X49,FC(F)(F)C(C[C@H](N[*])C([*])=O)C(F)(F)F |$;;;;;;;;_R1;;_R2;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
dTic,[*]N1Cc2ccccc2C[C@@H]1C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X291,Brc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X93,[*]N[C@@H](CCCCNC1CCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X286,CC(C)(C)C(=O)C[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X133,CC(C)(O)[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
L_OMe,COC(=O)[C@H](CC(C)C)N[*] |$;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X299,CC1(C)SC[C@@H](N1[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X113,ClC[C@H](N[*])C([*])=O |$;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X47,NCCCCCCC(=O)OC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
G_OBzl,[*]NCC(=O)OCc1ccccc1 |$_R1;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2727,CC(=O)C(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2773,CSCC[C@H](NC(=O)Nc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1247,COc1ccc(C[C@H](N(C)[*])C([*])=O)cc1 |$;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2126,CCCCOC(=O)NCC(F)(F)C(=O)[C@@H](N[*])C(C)C |$;;;;;;;;;;;;;;;;_R1;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2787,CN(C)C(=O)N[C@@H](Cc1ccc(Cl)cc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2672,N[C@@H](CCC(O)=O)C(=O)c1ccc(NC(=O)N[C@@H](CO)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2823,[*]N(Cc1ccccc1)C1(CCN(Cc2ccccc2)CC1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2308,[*]N[C@@H](C1CCNCC1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2749,COc1c(O)cc(cc1Oc1ccc(cc1N(=O)=O)[C@@H](O)[C@@H](NC(=O)OC(C)(C)C)C([*])=O)[C@@H](N[*])C(=O)OC(C)(C)C |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;_R1;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2722,CC(C)C[C@H](NCCCCC(=O)C[C@H](N[*])C=O)C([*])=O |$;;;;;;;;;;;;;;;_R1;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2737,"CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)[C@H](CCCCN)N[*] |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R1$,t:14|",H,-,-,HELM-GPT,C_terminal_only,False,none
X2724,CC(C)C(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1948,N[C@H](C([*])=O)C1(CCCCC1)S[*] |$;;;_R2;;;;;;;;;_R3$|,-,OH,H,HELM-GPT,N_terminal_only,True,none
X2115,CCCCNC(=O)N[C@@]1(CC[C@@H](CC1)c1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2187,COC(=O)[C@H](CC(C)(C)C)N[*] |$;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2124,CCC1(CC)C[C@]1(N[*])C(O)=O |$;;;;;;;;_R1;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2145,NCC1CCC(C[C@H](N[*])C([*])=O)CC1 |$;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2198,[*]C(=O)Cn1ccc(=O)[nH]c1=O |$_R2;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2159,OC(=O)CN1CCN(CC(O)=O)CCN(CC([*])=O)CCN(CC(O)=O)CC1 |$;;;;;;;;;;;;;;;;;_R2;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2000,Fc1cc(cc(F)c1F)[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
D_MeCl,OC(=O)C[C@H](N[*])C(=O)CCl |$;;;;;;_R1;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
dLys(Me),CNCCCC[C@@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1370,C[C@@](CCC(O)=O)(N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1465,[*]N1C[C@H](C[C@H]1C([*])=O)n1cc(CSc2ccccc2)nn1 |$_R1;;;;;;;_R2;;;;;;;;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1391,Clc1cc2nc(C[C@H](N[*])C([*])=O)[nH]c2cc1Cl |$;;;;;;;;;_R1;;_R2;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1417,C[C@@H](NC(N)=N)C([*])=O |$;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1450,[*]C(=O)[C@@H](NC(=O)NC1CCCCC1)C(c1ccccc1)c1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1232,C[C@@H]([C@@H](N)C([*])=O)c1ccc(O)cc1 |$;;;;;_R2;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1191,OC(=O)N[C@@H](Cc1ccc(cc1)S(O)(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
EtCO_dR,CCOC(=O)N[C@H](CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
dHph,[*]N[C@H](CCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1080,NCCCC[C@H](NC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X231,[*]C(=O)CN1C(=O)c2ccccc2C1=O |$_R2;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X380,C[C@H](NS(=O)(=O)c1ccc(N(C)C)c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X391,OS(=O)(=O)OC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X340,CONC(=O)NCC[C@@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X191,Cc1cc(C)c(C[C@@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;;_R1;;_R2;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X333,OC(=O)C[C@H](N[*])C(=O)CCCc1ccccc1 |$;;;;;;_R1;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X402,[*]N[C@@H](Cc1nc2ccccc2s1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
Boc_L,CC(C)C[C@H](NC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X438,[*]C(=O)CNCC#C |$_R2;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
Boc_W,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X566,OC(=O)COc1ccc(C[C@H](N[*])C([*])=O)cc1C(O)=O |$;;;;;;;;;;;;_R1;;_R2;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
dCys(tBu),CC(C)(C)SC[C@@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X238,Fc1cccc(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;_R1;;_R2;;$|,H,OH,-,HELM-GPT,flexible,False,none
X138,Cc1cc(O)cc(C)c1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X310,[*]N[C@@H](Cc1nc2ccccc2o1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X315,"CCCCSNC(NC#N)=NCCCC[C@H](N[*])C([*])=O |w:10.10,$;;;;;;;;;;;;;;;;;_R1;;_R2;$|",H,OH,-,HELM-GPT,flexible,False,none
X377,"[*]N[C@H](CCCCNC1=NCCCN1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$,t:8|",H,OH,-,HELM-GPT,flexible,False,none
d4-Pal,[*]N[C@H](Cc1ccncc1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1422,C[C@H]([C@@H](N)C([*])=O)c1c(C)cc(O)cc1C |$;;;;;_R2;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1703,CN([*])[C@H](SCCCN1CCOCC1)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
F_OtBu,CC(C)(C)OC(=O)[C@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X160,CC(C)[C@H](N[*])C(=O)C(F)(F)C(F)(F)F |$;;;;;_R1;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1661,C[C@H]1[C@@H](N([*])Cc2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X607,CNC(=O)N[C@@H](CCSC)C([*])=O |$;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X441,ClN([*])[C@H](C([*])=O)c1ccccc1 |$;;_R1;;;_R2;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1515,COC(=O)[C@H](Cc1cccc(OC(=O)C=C(C)C)c1)N[*] |$;;;;;;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1604,CCS[C@@H]1CCN([*])[C@H]1C([*])=O |$;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2530,COC(=O)[C@@H](Cc1ccc(O)c(Oc2ccc(C[C@H](N)C([*])=O)cc2)c1)N[*] |$;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;_R1$|,H,OH,-,HELM-GPT,flexible,False,none
X2538,OC(=O)C[C@H](N[*])C(=O)CON1[C@H]2CCCC[C@H]2CC1=O |$;;;;;;_R1;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2580,ClCCN(CCCl)c1cccc(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;;;;;;;_R1;;_R2;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2597,CCNC(=N)NCCC[C@H](N)C(=O)NC(=N)NCCC[C@H](N)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2613,COCCC[C@H](N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;_R1;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2701,CCN([*])[C@H](Cc1cc2ccccc2s1)C([*])=O |$;;;_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2680,Clc1ccc(Cl)c2CN(Cc12)C(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2691,CC(C)C[C@H](NC(=O)Nc1cc(C)on1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2586,OP(O)(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2623,CC(C)[C@H](N[*])C(=O)c1ncoc1-c1ccccc1 |$;;;;;_R1;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2746,Cc1cc(O)cc(O)c1C[C@H](N)C([*])=O |$;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2625,CC(C)(OP(O)(O)=O)[C@H](N[*])C(O)=O |$;;;;;;;;;;_R1;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2616,CC(C)C[C@H](NC(=O)NCc1ccc(F)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2659,OC(=O)C(C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O)C(O)=O |$;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2560,Cc1ccc(NC(=O)NCCCC[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2566,OC(=O)[C@H]1CCC(=O)N1N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2277,C[n+]1cccc(c1)C(=O)[C@@H]1CCCN1[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2338,CSCC[C@H](NC(=O)Nc1ccc(Cl)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2315,[*]C(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2362,"Oc1ccc(C[C@H](N=CCC(=O)[C@@H]2CCCN2[*])C([*])=O)cc1 |w:8.8,$;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|",H,OH,-,HELM-GPT,flexible,False,none
X2425,CC(C)[C@H](N[*])C(=O)c1nc2cc(Cl)ccc2o1 |$;;;;;_R1;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2419,NCCCC[C@H](NC(=S)[C@@H](N)CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2464,[*]C(=O)[C@@H](Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O |$_R2;;;;;;;;;;;;;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
Cbz_Glu(OtBu),CC(C)(C)OC(=O)CC[C@H](NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2457,OC(=O)CN1CCN(CC([*])=O)CC1 |$;;;;;;;;;;_R2;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X458,CCS[C@H]1CCN([*])[C@H]1C([*])=O |$;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X537,[*]N[C@H](Cc1csc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X756,CC[C@H](O)[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X619,C[C@@](Cc1ccc(O)cc1)(N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X674,OP(O)(=O)OC[C@@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
